snapshot_id,coingecko_id,token_symbol,decision_ts,price_usd_t,volume_24h_usd,market_cap_usd,market_cap_rank,ath_change_percentage,price_change_percentage_30d,positive_90d_return,invest_score,decision
bitcoin_2025-10-20,bitcoin,BTC,2025-10-20T00:00:00Z,108655.50525004532,45408363377.72644,2165876768810.395,1,-12.89428412914292,-6.053627408409201,0,46.43,Skip
bitcoin_2025-10-27,bitcoin,BTC,2025-10-27T00:00:00Z,114419.22169689646,42750060282.16964,2282298627073.1055,1,-8.273693151960071,4.339623905192158,0,39.38,Skip
bitcoin_2025-11-03,bitcoin,BTC,2025-11-03T00:00:00Z,110499.52238345638,36196258871.740746,2206951286346.512,1,-11.415993341076014,-9.645046260228174,0,42.92,Skip
bitcoin_2025-11-10,bitcoin,BTC,2025-11-10T00:00:00Z,104610.22853607994,60194546960.33833,2088246864454.0945,1,-9.213460434810495,-7.460344210094593,0,41.29,Skip
bitcoin_2025-11-17,bitcoin,BTC,2025-11-17T00:00:00Z,94188.27668924726,72739120446.02757,1879821625636.488,1,-17.68142162445592,-11.546924686233007,0,56.1,Invest
bitcoin_2025-11-24,bitcoin,BTC,2025-11-24T00:00:00Z,86740.11773876166,60729919440.15148,1731240703090.288,1,-24.190956333769197,-21.876993174954194,0,65.52,Invest
bitcoin_2025-12-01,bitcoin,BTC,2025-12-01T00:00:00Z,90359.86873169734,41014032387.06181,1804580223118.8345,1,-18.226009685245735,-17.52973691512806,0,55.22,Invest
bitcoin_2025-12-08,bitcoin,BTC,2025-12-08T00:00:00Z,90398.44875659447,34924915303.026115,1802958541728.722,1,-14.679403151893267,-12.397605969562775,0,49.45,Skip
bitcoin_2025-12-15,bitcoin,BTC,2025-12-15T00:00:00Z,88184.41093067056,34281959962.42461,1760354230589.3552,1,-7.544256856268994,-6.951589836318107,0,38.5,Skip
bitcoin_2025-12-22,bitcoin,BTC,2025-12-22T00:00:00Z,88672.32967904503,22542141406.091,1769182018548.0688,1,-5.090802083067725,4.21255537175278,0,34.67,Skip
bitcoin_2025-12-29,bitcoin,BTC,2025-12-29T00:00:00Z,87867.03943448896,17379845114.74183,1753776420254.8835,1,-5.952733324502201,-3.3417663065860803,0,34.74,Skip
bitcoin_2026-01-05,bitcoin,BTC,2026-01-05T00:00:00Z,91879.5772256957,26083966420.127327,1834987309777.0288,1,-0.8701701329264844,2.9298948700963168,0,28.62,Skip
bitcoin_2026-01-12,bitcoin,BTC,2026-01-12T00:00:00Z,90856.55910152226,18738794931.937737,1814830239671.1992,1,-3.2204841791991234,0.6603291572403247,0,31.03,Skip
bitcoin_2026-01-19,bitcoin,BTC,2026-01-19T00:00:00Z,93344.2194849136,21298841865.41941,1864801600128.905,1,-3.6683041143467543,5.962564042252327,0,32.23,Skip
bitcoin_2026-01-26,bitcoin,BTC,2026-01-26T00:00:00Z,86625.33128140382,36938952712.340645,1730823322190.6162,1,-10.60222995015938,-0.7762764798747601,0,44.3,Skip
bitcoin_2026-02-02,bitcoin,BTC,2026-02-02T00:00:00Z,76895.58665593083,48233643712.95648,1536578056063.6562,1,-20.643374495351253,-14.540441987393283,1,61.0,Invest
bitcoin_2026-02-09,bitcoin,BTC,2026-02-09T00:00:00Z,70398.0850329669,40089087531.667786,1407004286702.8896,1,-27.348828285781856,-22.25648504095341,1,70.44,Invest
bitcoin_2026-02-16,bitcoin,BTC,2026-02-16T00:00:00Z,68778.84298479716,40162771612.068054,1374891409746.7566,1,-27.997750366016604,-27.997750366016604,1,71.02,Invest
bitcoin_2026-02-23,bitcoin,BTC,2026-02-23T00:00:00Z,65192.18870120006,21560319889.519894,1303412071350.4219,1,-27.179783388519052,-27.179783388519052,1,68.9,Invest
bitcoin_2026-03-02,bitcoin,BTC,2026-03-02T00:00:00Z,65824.42166938317,38811585997.47521,1316266670911.0593,1,-21.72298059751413,-21.72298059751413,1,62.58,Invest
bitcoin_2026-03-09,bitcoin,BTC,2026-03-09T00:00:00Z,66042.7510790264,30233312686.233253,1320834944584.2002,1,-9.222458043457104,-6.019096822017589,0,43.03,Skip
bitcoin_2026-03-16,bitcoin,BTC,2026-03-16T00:00:00Z,72934.2940718683,24398877932.69607,1458870696938.544,1,0.25015360516178475,5.951273825519987,0,28.61,Skip
bitcoin_2026-03-23,bitcoin,BTC,2026-03-23T00:00:00Z,67933.42948137881,25352216480.721107,1358875311053.488,1,-9.033206017526341,-0.10221709404579782,0,42.63,Skip
bitcoin_2026-03-30,bitcoin,BTC,2026-03-30T00:00:00Z,65947.03192607871,22702400222.698208,1319528951993.3867,1,-11.693107314424722,0.08470012759993484,0,46.93,Skip
bitcoin_2026-04-06,bitcoin,BTC,2026-04-06T00:00:00Z,69002.03847938096,23859752469.910007,1383887150218.5754,1,-7.602276719370926,1.2608145063971676,0,40.15,Skip
bitcoin_2026-04-13,bitcoin,BTC,2026-04-13T00:00:00Z,70660.63961180339,25034828600.5945,1414271995223.8486,1,-5.381313805176746,-0.2516874327946783,0,36.51,Skip
bitcoin_2026-04-20,bitcoin,BTC,2026-04-20T00:00:00Z,73841.02173808741,57237273536.28347,1478167516521.3162,1,-4.258905143289304,4.699995729264139,0,36.95,Skip
bitcoin_2026-04-27,bitcoin,BTC,2026-04-27T00:00:00Z,78637.74356150378,20900479735.89463,1574424193250.3992,1,0.46300380127828333,18.555530870008564,0,28.52,Skip
bitcoin_2026-05-04,bitcoin,BTC,2026-05-04T00:00:00Z,78512.09246456268,21039106932.465828,1572088532218.1125,1,-0.21013927302694357,17.49340568198532,0,29.37,Skip
bitcoin_2026-05-11,bitcoin,BTC,2026-05-11T00:00:00Z,82018.3711243874,19419025189.8614,1645004741191.1208,1,0.7140645656608324,12.476802533826081,0,27.28,Skip
bitcoin_2026-05-18,bitcoin,BTC,2026-05-18T00:00:00Z,77428.51866052429,20316786825.924442,1550931401030.0012,1,-5.596127307749422,0.3925863321059264,0,35.74,Skip
bitcoin_2026-05-25,bitcoin,BTC,2026-05-25T00:00:00Z,77016.06581859986,21763916479.84379,1542935472694.078,1,-6.099005914420252,-0.5572176069489343,1,36.63,Skip
bitcoin_2026-06-01,bitcoin,BTC,2026-06-01T00:00:00Z,73598.6681238158,16617912637.659142,1474670238472.3772,1,-10.265630596104424,-5.893399683513545,1,42.37,Skip
bitcoin_2026-06-08,bitcoin,BTC,2026-06-08T00:00:00Z,63273.537430635515,33326211424.640003,1267943921370.2615,1,-22.854433021260377,-21.1026263121324,1,64.26,Invest
ethereum_2025-10-20,ethereum,ETH,2025-10-20T00:00:00Z,3982.3558612703023,29256291805.263657,480800504808.295,2,-15.103527700220386,-10.91131267112443,0,48.98,Skip
ethereum_2025-10-27,ethereum,ETH,2025-10-27T00:00:00Z,4158.567621968615,25883399675.759956,502002782659.0379,2,-11.3470183921226,3.218220454419307,0,43.52,Skip
ethereum_2025-11-03,ethereum,ETH,2025-11-03T00:00:00Z,3905.342929555584,16505905832.7532,471728931087.62933,2,-16.74530117597347,-13.486611512104885,0,50.08,Invest
ethereum_2025-11-10,ethereum,ETH,2025-11-10T00:00:00Z,3578.8023059041866,25306062473.02298,432140258282.28656,2,-15.702581110909408,-6.84262632249718,0,50.8,Invest
ethereum_2025-11-17,ethereum,ETH,2025-11-17T00:00:00Z,3091.905045683136,30603488973.76373,373455751267.06415,2,-25.6497590817228,-19.376813514202773,0,66.96,Invest
ethereum_2025-11-24,ethereum,ETH,2025-11-24T00:00:00Z,2798.913101183697,20117555262.314224,338086242481.6212,2,-32.69526058930056,-28.888617068295687,0,75.44,Invest
ethereum_2025-12-01,ethereum,ETH,2025-12-01T00:00:00Z,2990.797383294047,11717224359.873058,361323261616.5661,2,-23.41780383331431,-22.255535594120403,0,61.2,Invest
ethereum_2025-12-08,ethereum,ETH,2025-12-08T00:00:00Z,3060.9948319527766,21104749281.741245,369159022672.3001,2,-14.46873645680704,-10.664437203570188,0,49.09,Skip
ethereum_2025-12-15,ethereum,ETH,2025-12-15T00:00:00Z,3063.5454528219575,17436601534.892895,369722328464.4331,2,-7.81594150599868,-1.768962640252103,0,38.62,Skip
ethereum_2025-12-22,ethereum,ETH,2025-12-22T00:00:00Z,3004.2204920824893,11541888974.224104,362237625179.74133,2,-9.60106783599124,8.695080447649595,0,41.55,Skip
ethereum_2025-12-29,ethereum,ETH,2025-12-29T00:00:00Z,2948.8317693857384,9476414204.840725,355886730370.1094,2,-11.267750224621054,-2.7188189362808646,0,42.77,Skip
ethereum_2026-01-05,ethereum,ETH,2026-01-05T00:00:00Z,3153.1033957378954,13358809647.653217,380563376620.20197,2,-5.121085243702817,4.413411766072861,0,34.19,Skip
ethereum_2026-01-12,ethereum,ETH,2026-01-12T00:00:00Z,3120.1733886182465,3657548648.4503293,376588474098.12317,2,-5.217014386739704,1.083366269698094,0,31.11,Skip
ethereum_2026-01-19,ethereum,ETH,2026-01-19T00:00:00Z,3277.768640868265,2106331225.2783458,395608949640.7952,2,-2.2091737425290914,10.078507394415093,0,26.26,Skip
ethereum_2026-01-26,ethereum,ETH,2026-01-26T00:00:00Z,2812.935403888694,21087108890.108875,339505649535.07916,2,-16.077274666249508,-3.8795804169196257,0,53.05,Invest
ethereum_2026-02-02,ethereum,ETH,2026-02-02T00:00:00Z,2264.345387690806,33868246011.930717,273292483045.14944,2,-32.44422329456391,-27.774576101101612,1,77.37,Invest
ethereum_2026-02-09,ethereum,ETH,2026-02-09T00:00:00Z,2092.4274588224594,18373761018.921764,252540566503.86624,2,-37.57332121285242,-32.18316931201296,1,81.93,Invest
ethereum_2026-02-16,ethereum,ETH,2026-02-16T00:00:00Z,1967.5499217442239,28528944773.46997,237468436096.25647,2,-40.504741353715445,-40.24171247987284,1,85.06,Invest
ethereum_2026-02-23,ethereum,ETH,2026-02-23T00:00:00Z,1886.450366591152,2071936733.0620174,227680153598.7431,2,-37.535081450945015,-36.163379641074,1,78.48,Invest
ethereum_2026-03-02,ethereum,ETH,2026-03-02T00:00:00Z,1939.7957193912328,21599432840.139435,234118271380.97858,2,-28.233240199952135,-28.233240199952135,1,72.06,Invest
ethereum_2026-03-09,ethereum,ETH,2026-03-09T00:00:00Z,1939.3917593920498,15144191039.015755,234069173421.49823,2,-8.845142891958456,-5.66125451398638,0,42.88,Skip
ethereum_2026-03-16,ethereum,ETH,2026-03-16T00:00:00Z,2182.0726576096104,14142774279.99913,263358513956.0199,2,2.5612903326559744,6.529934237844004,0,26.15,Skip
ethereum_2026-03-23,ethereum,ETH,2026-03-23T00:00:00Z,2055.681838744274,13821408478.563215,248103824426.18518,2,-12.28271519405747,4.459179475110453,0,48.83,Skip
ethereum_2026-03-30,ethereum,ETH,2026-03-30T00:00:00Z,1981.7423699353176,3126443831.8927627,239179399783.70428,2,-15.437760552573266,2.6214604660350194,0,50.23,Invest
ethereum_2026-04-06,ethereum,ETH,2026-04-06T00:00:00Z,2066.1981252768373,2977633843.3241262,249352708217.40182,2,-11.833978388832179,4.40204917935334,0,44.01,Skip
ethereum_2026-04-13,ethereum,ETH,2026-04-13T00:00:00Z,2189.221443884993,13405623366.831423,264219444192.96732,2,-6.5844931461568335,4.743778669453302,0,39.04,Skip
ethereum_2026-04-20,ethereum,ETH,2026-04-20T00:00:00Z,2264.1941982589246,15211822330.006557,273266828288.31577,2,-6.488125575869585,5.479201716514415,0,39.03,Skip
ethereum_2026-04-27,ethereum,ETH,2026-04-27T00:00:00Z,2369.1540292624554,10106202763.695818,285930428396.5808,2,-2.1532542366852314,18.960395511865503,0,32.35,Skip
ethereum_2026-05-04,ethereum,ETH,2026-05-04T00:00:00Z,2322.5878639164766,4551919997.822555,280307153738.07544,2,-4.076450316595192,15.584913640963727,0,33.14,Skip
ethereum_2026-05-11,ethereum,ETH,2026-05-11T00:00:00Z,2369.9648714985337,17894035453.03701,286023012112.36975,2,-2.1197662181149823,5.452755802900011,0,32.47,Skip
ethereum_2026-05-18,ethereum,ETH,2026-05-18T00:00:00Z,2130.749230126177,9346279089.585968,257151151560.93878,2,-11.99944130671865,-11.99944130671865,0,45.46,Skip
ethereum_2026-05-25,ethereum,ETH,2026-05-25T00:00:00Z,2097.6582568011895,9972550889.11964,253157019396.1855,2,-11.489900883010307,-9.415809965847888,1,45.16,Skip
ethereum_2026-06-01,ethereum,ETH,2026-06-01T00:00:00Z,2005.0520566280852,8798577983.65509,241980194646.4275,2,-15.397393406920557,-12.656102108137423,1,51.32,Invest
ethereum_2026-06-08,ethereum,ETH,2026-06-08T00:00:00Z,1687.8826846141703,16062772861.618362,203701307543.392,2,-28.78026569453248,-26.85138217256441,1,73.11,Invest
solana_2025-10-20,solana,SOL,2025-10-20T00:00:00Z,187.79198147575528,4826955084.363719,102612518381.1074,4,-21.611254861238727,-21.28192258715318,0,52.65,Invest
solana_2025-10-27,solana,SOL,2025-10-27T00:00:00Z,200.0215931980344,4825506003.880374,109941212256.89188,4,-14.80612133806094,-2.340570040421075,0,42.72,Skip
solana_2025-11-03,solana,SOL,2025-11-03T00:00:00Z,187.67222619735156,3237063319.8650713,103550637011.92291,4,-19.469178710762314,-19.469178710762314,0,48.11,Skip
solana_2025-11-10,solana,SOL,2025-11-10T00:00:00Z,164.4107555710944,4365967723.095303,90982628986.2251,4,-21.18611549292875,-12.914641089756474,0,53.35,Invest
solana_2025-11-17,solana,SOL,2025-11-17T00:00:00Z,137.13897250282486,4918220222.215703,76130695568.86363,4,-31.437916121861733,-24.709291666159295,0,69.72,Invest
solana_2025-11-24,solana,SOL,2025-11-24T00:00:00Z,130.58087966204394,3999536087.9999633,73114651434.34904,4,-34.71660855497718,-32.52417590048587,0,73.3,Invest
solana_2025-12-01,solana,SOL,2025-12-01T00:00:00Z,133.82640627084265,3472787485.829062,75212508274.44011,4,-28.691416421887574,-28.498512313993153,0,64.61,Invest
solana_2025-12-08,solana,SOL,2025-12-08T00:00:00Z,131.95984726955456,4327711104.85745,73905195886.10242,4,-21.162896771400995,-18.38721919279277,0,54.28,Invest
solana_2025-12-15,solana,SOL,2025-12-15T00:00:00Z,129.49535610673396,2820681803.676568,72828942194.31668,4,-10.587441624174676,-6.828139997591498,0,37.15,Skip
solana_2025-12-22,solana,SOL,2025-12-22T00:00:00Z,126.02413413596209,2597673334.32709,70852545495.81837,4,-12.984213573597103,-1.9819250033775049,0,41.38,Skip
solana_2025-12-29,solana,SOL,2025-12-29T00:00:00Z,125.15033815137768,2237013657.4398346,70460720002.73882,4,-13.587542811255782,-8.915721804993204,0,41.34,Skip
solana_2026-01-05,solana,SOL,2026-01-05T00:00:00Z,134.43165907625135,3038018996.8253036,72996584464.82068,4,-2.5109751378202927,0.9004548353198194,0,26.54,Skip
solana_2026-01-12,solana,SOL,2026-01-12T00:00:00Z,139.3201851544604,3156774482.495561,75651061164.94128,4,-1.0719063215498315,5.304376833524138,0,24.91,Skip
solana_2026-01-19,solana,SOL,2026-01-19T00:00:00Z,135.50334566395688,2773931110.537374,73578511825.21194,4,-7.513067123248362,7.377025063817211,0,33.77,Skip
solana_2026-01-26,solana,SOL,2026-01-26T00:00:00Z,118.66203053729117,4802988600.922261,64433653459.333954,4,-19.00799792398996,-2.8888269253801613,0,53.66,Invest
solana_2026-02-02,solana,SOL,2026-02-02T00:00:00Z,100.881066130847,4826990625.731281,54778564181.40755,4,-31.14428026805124,-23.75793065764633,0,71.5,Invest
solana_2026-02-09,solana,SOL,2026-02-09T00:00:00Z,87.2357989380757,2792263299.689983,47369164446.05801,4,-40.457769206345894,-35.79330417589895,1,81.4,Invest
solana_2026-02-16,solana,SOL,2026-02-16T00:00:00Z,86.28536644166955,3710825666.100695,46853078231.85255,4,-40.456689059931094,-40.456689059931094,1,81.63,Invest
solana_2026-02-23,solana,SOL,2026-02-23T00:00:00Z,78.74991176781678,2158912618.139571,42761315492.62518,4,-38.21311130914857,-38.21311130914857,1,78.95,Invest
solana_2026-03-02,solana,SOL,2026-03-02T00:00:00Z,83.73986956786652,4223990395.905905,45470869763.7706,4,-28.71839723233023,-28.71839723233023,0,68.61,Invest
solana_2026-03-09,solana,SOL,2026-03-09T00:00:00Z,81.88428957123448,2208640247.671016,44463287153.497574,4,-10.089388341936523,-5.855936857601495,0,39.52,Skip
solana_2026-03-16,solana,SOL,2026-03-16T00:00:00Z,92.84245908141786,2726424649.5209336,53046073672.589714,4,1.9429041585218965,9.927499561029585,0,23.13,Skip
solana_2026-03-23,solana,SOL,2026-03-23T00:00:00Z,86.51000589698566,2176702533.7310886,49485135094.03831,4,-9.784938755221395,2.019139018132954,0,38.76,Skip
solana_2026-03-30,solana,SOL,2026-03-30T00:00:00Z,81.38667344193283,1785841210.682829,46593513708.730415,4,-15.127693577829238,-0.8014077264924424,0,47.08,Skip
solana_2026-04-06,solana,SOL,2026-04-06T00:00:00Z,82.54140759499754,2185406548.9011254,48122229366.05857,4,-13.923504406183373,-2.585326721384351,0,45.14,Skip
solana_2026-04-13,solana,SOL,2026-04-13T00:00:00Z,81.48683233639147,2471128962.045342,46815848907.80186,4,-15.023245072663771,-7.543666305159224,0,47.06,Skip
solana_2026-04-20,solana,SOL,2026-04-20T00:00:00Z,83.50924821523091,3151480518.597618,48059854719.96748,4,-9.027741924894316,-7.0891222888274985,0,37.85,Skip
solana_2026-04-27,solana,SOL,2026-04-27T00:00:00Z,86.93731595191888,1868945015.0480602,50062941610.94229,4,-2.4227962560959493,4.736544681310173,0,27.78,Skip
solana_2026-05-04,solana,SOL,2026-05-04T00:00:00Z,83.84166473387728,1597293266.3711183,48320196351.68198,4,-5.89731104086304,4.236645473166534,0,32.45,Skip
solana_2026-05-11,solana,SOL,2026-05-11T00:00:00Z,96.4109436575395,3365784069.7796283,55703224803.12754,4,3.509169169961801,13.68181934788042,0,21.68,Skip
solana_2026-05-18,solana,SOL,2026-05-18T00:00:00Z,85.18280454864586,2078511223.494443,49259649751.012146,4,-12.410600076279232,-4.105783568044286,0,42.25,Skip
solana_2026-05-25,solana,SOL,2026-05-25T00:00:00Z,85.22303380051963,2299313017.9576964,49267316580.51776,4,-12.369234262490004,-1.1546475395559974,1,42.73,Skip
solana_2026-06-01,solana,SOL,2026-06-01T00:00:00Z,82.33762528669455,1344660031.4575894,47638112086.279015,4,-15.336161702832795,-1.6807363109686557,1,46.38,Skip
solana_2026-06-08,solana,SOL,2026-06-08T00:00:00Z,66.42475751544987,3136535778.934595,38480144220.633545,4,-31.698601828326346,-27.80324955195661,1,72.95,Invest
dogecoin_2025-10-20,dogecoin,DOGE,2025-10-20T00:00:00Z,0.19523004984286133,1882302241.150627,29566025013.696957,5,-27.098795409924215,-26.431130174109484,0,48.99,Skip
dogecoin_2025-10-27,dogecoin,DOGE,2025-10-27T00:00:00Z,0.2057400449032107,1581096084.3559089,31158282896.98787,5,-22.88991477324238,-11.404861285309009,0,42.5,Skip
dogecoin_2025-11-03,dogecoin,DOGE,2025-11-03T00:00:00Z,0.18648708365937705,903218446.865168,28275111773.130444,5,-30.10580452906457,-27.866632709612528,0,52.38,Invest
dogecoin_2025-11-10,dogecoin,DOGE,2025-11-10T00:00:00Z,0.17896247774591076,1515728763.3245547,27169090314.71302,5,-16.40035870215599,-7.618534324241699,0,34.03,Skip
dogecoin_2025-11-17,dogecoin,DOGE,2025-11-17T00:00:00Z,0.1584726361330843,1695845316.5875008,24085288389.966816,5,-22.97433578978906,-14.245638696556206,0,45.35,Skip
dogecoin_2025-11-24,dogecoin,DOGE,2025-11-24T00:00:00Z,0.14498864346608203,1316336247.984459,22025778856.233227,5,-29.528233779529334,-26.679625464328815,0,55.29,Invest
dogecoin_2025-12-01,dogecoin,DOGE,2025-12-01T00:00:00Z,0.14624497331907071,729640015.4786147,22291774167.8068,5,-21.93424212401697,-21.53590097739607,0,41.61,Skip
dogecoin_2025-12-08,dogecoin,DOGE,2025-12-08T00:00:00Z,0.13849895278791452,1067434365.8196242,22365426611.306633,5,-23.836821486782988,-22.636738689865645,0,45.53,Skip
dogecoin_2025-12-15,dogecoin,DOGE,2025-12-15T00:00:00Z,0.13420445902723682,835846091.8321795,22530057114.85072,5,-17.604503972734943,-14.882107968053216,0,35.62,Skip
dogecoin_2025-12-22,dogecoin,DOGE,2025-12-22T00:00:00Z,0.1310796546735696,635480219.9827914,22017141074.93841,5,-15.310608481128064,-6.498444606038767,0,32.52,Skip
dogecoin_2025-12-29,dogecoin,DOGE,2025-12-29T00:00:00Z,0.12380674879477664,437808786.30913854,20813214584.620377,5,-18.461950389321792,-17.605294649285362,0,35.92,Skip
dogecoin_2026-01-05,dogecoin,DOGE,2026-01-05T00:00:00Z,0.14991234903820938,2127673045.6879063,25212716562.623436,5,1.2683940042647501,7.442778641115622,0,15.35,Skip
dogecoin_2026-01-12,dogecoin,DOGE,2026-01-12T00:00:00Z,0.13820607826963027,701525664.4032276,23257187987.551258,5,-8.949705100033011,0.9451584184326123,0,24.29,Skip
dogecoin_2026-01-19,dogecoin,DOGE,2026-01-19T00:00:00Z,0.12841431981457588,690654339.9550261,21621717839.40801,5,-15.400524818559514,-2.846299423221965,0,33.34,Skip
dogecoin_2026-01-26,dogecoin,DOGE,2026-01-26T00:00:00Z,0.1198425987645,954187510.0366449,20189920139.758297,5,-21.04758274235825,-1.7808464545275848,0,43.79,Skip
dogecoin_2026-02-02,dogecoin,DOGE,2026-02-02T00:00:00Z,0.10477647848500825,1302742002.1974688,17661744865.54235,5,-30.973157012470022,-26.2719840452199,1,60.01,Invest
dogecoin_2026-02-09,dogecoin,DOGE,2026-02-09T00:00:00Z,0.09742249180687622,822157591.9741366,16431413190.010479,5,-34.50941507254747,-30.864289781255117,1,64.71,Invest
dogecoin_2026-02-16,dogecoin,DOGE,2026-02-16T00:00:00Z,0.10292222857296192,2461591639.5659676,17368838615.30354,5,-25.64443811678213,-25.64443811678213,1,53.25,Invest
dogecoin_2026-02-23,dogecoin,DOGE,2026-02-23T00:00:00Z,0.09378679587062096,658722999.4104198,15836058337.803247,5,-26.01057222496688,-25.222116863870326,1,51.46,Invest
dogecoin_2026-03-02,dogecoin,DOGE,2026-03-02T00:00:00Z,0.09260867523865081,1101656910.151119,15645960923.352942,5,-20.16880854826868,-20.16880854826868,1,43.8,Skip
dogecoin_2026-03-09,dogecoin,DOGE,2026-03-09T00:00:00Z,0.09001120978923448,755884756.111726,13801465277.305346,5,-19.262141516102805,-8.460020415126213,0,43.9,Skip
dogecoin_2026-03-16,dogecoin,DOGE,2026-03-16T00:00:00Z,0.09861155257609776,771476761.2119987,15129555986.62142,5,-11.547843925117396,1.1787434664349172,0,31.9,Skip
dogecoin_2026-03-23,dogecoin,DOGE,2026-03-23T00:00:00Z,0.09122831102086294,661653084.7083439,14005457557.192993,5,-11.385348117765904,-9.476376335688673,0,31.17,Skip
dogecoin_2026-03-30,dogecoin,DOGE,2026-03-30T00:00:00Z,0.09043168902101487,673214343.4365487,13891787473.349514,5,-12.159147176504614,-3.9641418653069693,0,32.88,Skip
dogecoin_2026-04-06,dogecoin,DOGE,2026-04-06T00:00:00Z,0.09313564816357862,585490629.1204538,14315936955.163094,5,-9.532655515738531,1.3183705948735858,0,28.99,Skip
dogecoin_2026-04-13,dogecoin,DOGE,2026-04-13T00:00:00Z,0.0909254064487368,1079260765.883022,13984830909.754374,5,-11.679574580057384,-5.392489890938135,0,33.09,Skip
dogecoin_2026-04-20,dogecoin,DOGE,2026-04-20T00:00:00Z,0.09306145280115537,1612934296.0199807,14322129331.124323,5,-6.46311928589558,-1.163284926429442,0,26.86,Skip
dogecoin_2026-04-27,dogecoin,DOGE,2026-04-27T00:00:00Z,0.09923963650431246,964497074.2670788,15282528536.958353,5,-0.25337277240836675,10.149264057992724,0,18.95,Skip
dogecoin_2026-05-04,dogecoin,DOGE,2026-05-04T00:00:00Z,0.10814607580649797,966463156.2312499,16664247896.22883,5,-0.3233143786275261,17.781123622664374,0,18.88,Skip
dogecoin_2026-05-11,dogecoin,DOGE,2026-05-11T00:00:00Z,0.1125431755668601,1304474113.8779922,17352642434.2774,5,-2.0186072376225828,20.021603823873146,0,21.03,Skip
dogecoin_2026-05-18,dogecoin,DOGE,2026-05-18T00:00:00Z,0.10889073201103928,892296681.639104,16799700941.545681,5,-5.5771992888968835,9.447027790884022,0,23.97,Skip
dogecoin_2026-05-25,dogecoin,DOGE,2026-05-25T00:00:00Z,0.10221371299195538,548684000.4457297,15779435779.552877,5,-11.3670661080426,3.7836457387637967,0,30.67,Skip
dogecoin_2026-06-01,dogecoin,DOGE,2026-06-01T00:00:00Z,0.1002889522380211,503470012.5414785,15491725352.47924,5,-13.036090622147833,-7.548454527091019,0,32.08,Skip
dogecoin_2026-06-08,dogecoin,DOGE,2026-06-08T00:00:00Z,0.08621559810194002,853856315.6713402,13326130009.996576,5,-25.239567340379885,-21.291807983759938,1,53.23,Invest
cardano_2025-10-20,cardano,ADA,2025-10-20T00:00:00Z,0.6526910963141523,813238606.1373557,23847597630.37532,6,-26.98503849915491,-26.720436016497885,0,47.01,Skip
cardano_2025-10-27,cardano,ADA,2025-10-27T00:00:00Z,0.6812334622578501,754475187.1532245,24928941974.21793,6,-22.091870337644227,-13.902810606018656,0,39.65,Skip
cardano_2025-11-03,cardano,ADA,2025-11-03T00:00:00Z,0.6106007621663921,549279582.2886477,22264625880.41809,6,-30.169661376988,-29.55227355426193,0,51.66,Invest
cardano_2025-11-10,cardano,ADA,2025-11-10T00:00:00Z,0.5783201871644684,920152021.384015,21153661783.757435,6,-20.76440516243099,-9.058395225409456,0,40.09,Skip
cardano_2025-11-17,cardano,ADA,2025-11-17T00:00:00Z,0.4843085545751566,1191617538.820114,17749745325.590206,6,-28.907110204189657,-22.47792341716861,0,54.61,Invest
cardano_2025-11-24,cardano,ADA,2025-11-24T00:00:00Z,0.40860021217664905,785385610.5051817,14958840057.417496,6,-40.02053116674531,-37.743749693859115,0,70.87,Invest
cardano_2025-12-01,cardano,ADA,2025-12-01T00:00:00Z,0.41484696325882703,554550919.151589,15210278647.861977,6,-32.336595482594596,-31.87888439163321,0,58.87,Invest
cardano_2025-12-08,cardano,ADA,2025-12-08T00:00:00Z,0.4171100443132189,622809477.9300368,15270473262.96349,6,-29.580773041387044,-27.851924772514604,0,55.05,Invest
cardano_2025-12-15,cardano,ADA,2025-12-15T00:00:00Z,0.3965444093156321,545816615.5495983,14531194438.037306,6,-21.23088969769612,-20.39128088574682,0,42.19,Skip
cardano_2025-12-22,cardano,ADA,2025-12-22T00:00:00Z,0.36626712546851575,462152015.5108357,13417125389.3948,6,-22.111965707617966,-10.437871812897226,0,44.97,Skip
cardano_2025-12-29,cardano,ADA,2025-12-29T00:00:00Z,0.368269989764252,473262938.4480467,13498128032.744057,6,-21.686049341933366,-12.428852161236003,0,44.08,Skip
cardano_2026-01-05,cardano,ADA,2026-01-05T00:00:00Z,0.40193467269722494,231762084.62115526,14741577304.591333,6,-14.527132266393217,-3.3367599262816294,0,31.23,Skip
cardano_2026-01-12,cardano,ADA,2026-01-12T00:00:00Z,0.40949787476742106,172206884.84322703,15021793840.523218,6,-2.9399970674583,0.09048707442544934,0,17.03,Skip
cardano_2026-01-19,cardano,ADA,2026-01-19T00:00:00Z,0.3854473475670019,170852952.58703625,14169167799.701431,6,-10.473724405136087,2.413467595597796,0,25.89,Skip
cardano_2026-01-26,cardano,ADA,2026-01-26T00:00:00Z,0.35623127631047347,226016611.54476708,13100087353.417444,6,-17.259621528624468,1.9387105763775336,0,36.8,Skip
cardano_2026-02-02,cardano,ADA,2026-02-02T00:00:00Z,0.2962459112928537,405792994.45060164,10896192338.080654,6,-31.19217640057732,-25.187370271430964,0,60.29,Invest
cardano_2026-02-09,cardano,ADA,2026-02-09T00:00:00Z,0.29686857571324227,158692488.91773292,10923074704.569561,6,-31.047552687754564,-26.5271440387,0,57.5,Invest
