snapshot_id,coingecko_id,token_symbol,decision_ts,price_usd_t,volume_24h_usd,market_cap_usd,market_cap_rank,category,primary_exchange,hist_prices_30d,ath_change_percentage,price_change_percentage_30d,research_notes,news_score,price_usd_t90,return_90d,positive_90d_return
dogecoin_2026-04-06,dogecoin,DOGE,2026-04-06T00:00:00Z,0.09313564816357862,585490629.1204538,14315936955.163094,5,Smart Contract Platform,coinup,"[0.09192375, 0.09125684, 0.09001121, 0.09110724, 0.09479526, 0.0929541, 0.09523677, 0.09610802, 0.09680332, 0.09861155, 0.10294947, 0.10075683, 0.09555013, 0.09433529, 0.09415676, 0.09162567, 0.09122831, 0.09462232, 0.09581868, 0.09673753, 0.09249075, 0.0900956, 0.09092134, 0.09043169, 0.09068107, 0.09218519, 0.09234488, 0.09066748, 0.09181953, 0.09250212]",-9.532655515738531,1.3183705948735858,NULL,-999,0.07759782506422871,-0.16683003131153484,0
dogecoin_2026-04-13,dogecoin,DOGE,2026-04-13T00:00:00Z,0.0909254064487368,1079260765.883022,13984830909.754374,5,Smart Contract Platform,coinup,"[0.09610802, 0.09680332, 0.09861155, 0.10294947, 0.10075683, 0.09555013, 0.09433529, 0.09415676, 0.09162567, 0.09122831, 0.09462232, 0.09581868, 0.09673753, 0.09249075, 0.0900956, 0.09092134, 0.09043169, 0.09068107, 0.09218519, 0.09234488, 0.09066748, 0.09181953, 0.09250212, 0.09313565, 0.0907135, 0.09531816, 0.09253109, 0.09275839, 0.0937691, 0.09307195]",-11.679574580057384,-5.392489890938135,NULL,-999,0.07317772507372639,-0.19518946428924078,0
dogecoin_2026-04-20,dogecoin,DOGE,2026-04-20T00:00:00Z,0.09306145280115537,1612934296.0199807,14322129331.124323,5,Smart Contract Platform,coinup,"[0.09415676, 0.09162567, 0.09122831, 0.09462232, 0.09581868, 0.09673753, 0.09249075, 0.0900956, 0.09092134, 0.09043169, 0.09068107, 0.09218519, 0.09234488, 0.09066748, 0.09181953, 0.09250212, 0.09313565, 0.0907135, 0.09531816, 0.09253109, 0.09275839, 0.0937691, 0.09307195, 0.09092541, 0.09413803, 0.09308929, 0.09498703, 0.09926332, 0.09949172, 0.09476604]",-6.46311928589558,-1.163284926429442,NULL,-999,0.07249010990297494,-0.22105116865234486,0
dogecoin_2026-04-27,dogecoin,DOGE,2026-04-27T00:00:00Z,0.09923963650431246,964497074.2670788,15282528536.958353,5,Smart Contract Platform,coinup,"[0.0900956, 0.09092134, 0.09043169, 0.09068107, 0.09218519, 0.09234488, 0.09066748, 0.09181953, 0.09250212, 0.09313565, 0.0907135, 0.09531816, 0.09253109, 0.09275839, 0.0937691, 0.09307195, 0.09092541, 0.09413803, 0.09308929, 0.09498703, 0.09926332, 0.09949172, 0.09476604, 0.09306145, 0.09524589, 0.09519329, 0.09567002, 0.09717533, 0.0984873, 0.09801604]",-0.25337277240836675,10.149264057992724,NULL,-999,0.07168430264037445,-0.27766459888978523,0
dogecoin_2026-05-04,dogecoin,DOGE,2026-05-04T00:00:00Z,0.10814607580649797,966463156.2312499,16664247896.22883,5,Smart Contract Platform,coinup,"[0.09181953, 0.09250212, 0.09313565, 0.0907135, 0.09531816, 0.09253109, 0.09275839, 0.0937691, 0.09307195, 0.09092541, 0.09413803, 0.09308929, 0.09498703, 0.09926332, 0.09949172, 0.09476604, 0.09306145, 0.09524589, 0.09519329, 0.09567002, 0.09717533, 0.0984873, 0.09801604, 0.09923964, 0.09897735, 0.09933762, 0.10410777, 0.10650891, 0.10847731, 0.10849686]",-0.3233143786275261,17.781123622664374,NULL,-999,0.06908986410078095,-0.36114312437558016,0
dogecoin_2026-05-11,dogecoin,DOGE,2026-05-11T00:00:00Z,0.1125431755668601,1304474113.8779922,17352642434.2774,5,Smart Contract Platform,coinup,"[0.0937691, 0.09307195, 0.09092541, 0.09413803, 0.09308929, 0.09498703, 0.09926332, 0.09949172, 0.09476604, 0.09306145, 0.09524589, 0.09519329, 0.09567002, 0.09717533, 0.0984873, 0.09801604, 0.09923964, 0.09897735, 0.09933762, 0.10410777, 0.10650891, 0.10847731, 0.10849686, 0.10814608, 0.11006553, 0.11486178, 0.11248049, 0.1078621, 0.10953828, 0.10876024]",-2.0186072376225828,20.021603823873146,NULL,-999,0.07037971703152887,-0.37464251673156845,0
dogecoin_2026-05-18,dogecoin,DOGE,2026-05-18T00:00:00Z,0.10889073201103928,892296681.639104,16799700941.545681,5,Smart Contract Platform,coinup,"[0.09949172, 0.09476604, 0.09306145, 0.09524589, 0.09519329, 0.09567002, 0.09717533, 0.0984873, 0.09801604, 0.09923964, 0.09897735, 0.09933762, 0.10410777, 0.10650891, 0.10847731, 0.10849686, 0.10814608, 0.11006553, 0.11486178, 0.11248049, 0.1078621, 0.10953828, 0.10876024, 0.11254318, 0.11117136, 0.11006448, 0.11263296, 0.1153225, 0.11328161, 0.10933493]",-5.5771992888968835,9.447027790884022,NULL,-999,0.06955804052737494,-0.3612124811474021,0
dogecoin_2026-05-25,dogecoin,DOGE,2026-05-25T00:00:00Z,0.10221371299195538,548684000.4457297,15779435779.552877,5,Smart Contract Platform,coinup,"[0.0984873, 0.09801604, 0.09923964, 0.09897735, 0.09933762, 0.10410777, 0.10650891, 0.10847731, 0.10849686, 0.10814608, 0.11006553, 0.11486178, 0.11248049, 0.1078621, 0.10953828, 0.10876024, 0.11254318, 0.11117136, 0.11006448, 0.11263296, 0.1153225, 0.11328161, 0.10933493, 0.10889073, 0.10467814, 0.10286541, 0.10357821, 0.10549077, 0.10222169, 0.1029476]",-11.3670661080426,3.7836457387637967,NULL,-999,0.09195483433967817,-0.10036695030425724,0
dogecoin_2026-06-01,dogecoin,DOGE,2026-06-01T00:00:00Z,0.1002889522380211,503470012.5414785,15491725352.47924,5,Smart Contract Platform,coinup,"[0.10847731, 0.10849686, 0.10814608, 0.11006553, 0.11486178, 0.11248049, 0.1078621, 0.10953828, 0.10876024, 0.11254318, 0.11117136, 0.11006448, 0.11263296, 0.1153225, 0.11328161, 0.10933493, 0.10889073, 0.10467814, 0.10286541, 0.10357821, 0.10549077, 0.10222169, 0.1029476, 0.10221371, 0.10203472, 0.10094056, 0.10033534, 0.09947699, 0.09962219, 0.10056691]",-13.036090622147833,-7.548454527091019,NULL,-999,0.08527944562451086,-0.1496626126663223,0
dogecoin_2026-06-08,dogecoin,DOGE,2026-06-08T00:00:00Z,0.08621559810194002,853856315.6713402,13326130009.996576,5,Smart Contract Platform,coinup,"[0.10953828, 0.10876024, 0.11254318, 0.11117136, 0.11006448, 0.11263296, 0.1153225, 0.11328161, 0.10933493, 0.10889073, 0.10467814, 0.10286541, 0.10357821, 0.10549077, 0.10222169, 0.1029476, 0.10221371, 0.10203472, 0.10094056, 0.10033534, 0.09947699, 0.09962219, 0.10056691, 0.10028895, 0.10094015, 0.0926146, 0.09132028, 0.08848796, 0.08147532, 0.0818704]",-25.239567340379885,-21.291807983759938,NULL,-999,0.08969060918380505,0.04030606013724136,1
cardano_2025-10-20,cardano,ADA,2025-10-20T00:00:00Z,0.6526910963141523,813238606.1373557,23847597630.37532,6,Smart Contract Platform,binance,"[0.89068638, 0.89391418, 0.88454831, 0.82587873, 0.80641935, 0.81261504, 0.76993247, 0.79123775, 0.78139145, 0.80818605, 0.80548037, 0.80743039, 0.85062058, 0.87066962, 0.86674303, 0.8401157, 0.83707414, 0.87440613, 0.82028651, 0.83897319, 0.81549116, 0.63592477, 0.63209003, 0.70022471, 0.72987423, 0.699405, 0.66890405, 0.64499635, 0.6247363, 0.63433806]",-26.98503849915491,-26.720436016497885,NULL,-999,0.3967712286283956,-0.39209952323691233,0
cardano_2025-10-27,cardano,ADA,2025-10-27T00:00:00Z,0.6812334622578501,754475187.1532245,24928941974.21793,6,Smart Contract Platform,binance,"[0.79123775, 0.78139145, 0.80818605, 0.80548037, 0.80743039, 0.85062058, 0.87066962, 0.86674303, 0.8401157, 0.83707414, 0.87440613, 0.82028651, 0.83897319, 0.81549116, 0.63592477, 0.63209003, 0.70022471, 0.72987423, 0.699405, 0.66890405, 0.64499635, 0.6247363, 0.63433806, 0.6526911, 0.66328907, 0.64260213, 0.62321405, 0.64306357, 0.65631998, 0.65419851]",-22.091870337644227,-13.902810606018656,NULL,-999,0.39210763425497736,-0.4244151880687229,0
cardano_2025-11-03,cardano,ADA,2025-11-03T00:00:00Z,0.6106007621663921,549279582.2886477,22264625880.41809,6,Smart Contract Platform,binance,"[0.86674303, 0.8401157, 0.83707414, 0.87440613, 0.82028651, 0.83897319, 0.81549116, 0.63592477, 0.63209003, 0.70022471, 0.72987423, 0.699405, 0.66890405, 0.64499635, 0.6247363, 0.63433806, 0.6526911, 0.66328907, 0.64260213, 0.62321405, 0.64306357, 0.65631998, 0.65419851, 0.68123346, 0.66698309, 0.64597267, 0.6398677, 0.60092849, 0.60898439, 0.61310389]",-30.169661376988,-29.55227355426193,NULL,-999,0.302206331426236,-0.5050672220682833,0
cardano_2025-11-10,cardano,ADA,2025-11-10T00:00:00Z,0.5783201871644684,920152021.384015,21153661783.757435,6,Smart Contract Platform,binance,"[0.63592477, 0.63209003, 0.70022471, 0.72987423, 0.699405, 0.66890405, 0.64499635, 0.6247363, 0.63433806, 0.6526911, 0.66328907, 0.64260213, 0.62321405, 0.64306357, 0.65631998, 0.65419851, 0.68123346, 0.66698309, 0.64597267, 0.6398677, 0.60092849, 0.60898439, 0.61310389, 0.61060076, 0.55154019, 0.52139339, 0.54545656, 0.53154633, 0.57813052, 0.56814454]",-20.76440516243099,-9.058395225409456,NULL,-999,0.27967739238923583,-0.5163969742081675,0
cardano_2025-11-17,cardano,ADA,2025-11-17T00:00:00Z,0.4843085545751566,1191617538.820114,17749745325.590206,6,Smart Contract Platform,binance,"[0.6247363, 0.63433806, 0.6526911, 0.66328907, 0.64260213, 0.62321405, 0.64306357, 0.65631998, 0.65419851, 0.68123346, 0.66698309, 0.64597267, 0.6398677, 0.60092849, 0.60898439, 0.61310389, 0.61060076, 0.55154019, 0.52139339, 0.54545656, 0.53154633, 0.57813052, 0.56814454, 0.57832019, 0.59232409, 0.55562637, 0.54468435, 0.52974386, 0.49811681, 0.50342629]",-28.907110204189657,-22.47792341716861,NULL,-999,0.315784485076404,-0.34796839309721606,0
cardano_2025-11-24,cardano,ADA,2025-11-24T00:00:00Z,0.40860021217664905,785385610.5051817,14958840057.417496,6,Smart Contract Platform,binance,"[0.65631998, 0.65419851, 0.68123346, 0.66698309, 0.64597267, 0.6398677, 0.60092849, 0.60898439, 0.61310389, 0.61060076, 0.55154019, 0.52139339, 0.54545656, 0.53154633, 0.57813052, 0.56814454, 0.57832019, 0.59232409, 0.55562637, 0.54468435, 0.52974386, 0.49811681, 0.50342629, 0.48430855, 0.46556907, 0.47488218, 0.46263065, 0.43248648, 0.40895313, 0.40415694]",-40.02053116674531,-37.743749693859115,NULL,-999,0.30147295563730997,-0.2621811084450074,0
cardano_2025-12-01,cardano,ADA,2025-12-01T00:00:00Z,0.41484696325882703,554550919.151589,15210278647.861977,6,Smart Contract Platform,binance,"[0.60898439, 0.61310389, 0.61060076, 0.55154019, 0.52139339, 0.54545656, 0.53154633, 0.57813052, 0.56814454, 0.57832019, 0.59232409, 0.55562637, 0.54468435, 0.52974386, 0.49811681, 0.50342629, 0.48430855, 0.46556907, 0.47488218, 0.46263065, 0.43248648, 0.40895313, 0.40415694, 0.40860021, 0.42766235, 0.42157038, 0.4357236, 0.4337588, 0.42053804, 0.41526564]",-32.336595482594596,-31.87888439163321,NULL,-999,0.2940903776833218,-0.2910870664856814,0
cardano_2025-12-08,cardano,ADA,2025-12-08T00:00:00Z,0.4171100443132189,622809477.9300368,15270473262.96349,6,Smart Contract Platform,binance,"[0.57813052, 0.56814454, 0.57832019, 0.59232409, 0.55562637, 0.54468435, 0.52974386, 0.49811681, 0.50342629, 0.48430855, 0.46556907, 0.47488218, 0.46263065, 0.43248648, 0.40895313, 0.40415694, 0.40860021, 0.42766235, 0.42157038, 0.4357236, 0.4337588, 0.42053804, 0.41526564, 0.41484696, 0.3857091, 0.43357515, 0.450361, 0.43945395, 0.41580923, 0.41381148]",-29.580773041387044,-27.851924772514604,NULL,-999,0.27631161534798665,-0.33755703293374306,0
cardano_2025-12-15,cardano,ADA,2025-12-15T00:00:00Z,0.3965444093156321,545816615.5495983,14531194438.037306,6,Smart Contract Platform,binance,"[0.49811681, 0.50342629, 0.48430855, 0.46556907, 0.47488218, 0.46263065, 0.43248648, 0.40895313, 0.40415694, 0.40860021, 0.42766235, 0.42157038, 0.4357236, 0.4337588, 0.42053804, 0.41526564, 0.41484696, 0.3857091, 0.43357515, 0.450361, 0.43945395, 0.41580923, 0.41381148, 0.41711004, 0.43216071, 0.47024826, 0.45356328, 0.42528602, 0.40912767, 0.41080143]",-21.23088969769612,-20.39128088574682,NULL,-999,0.28929653980041015,-0.27045613806613356,0
cardano_2025-12-22,cardano,ADA,2025-12-22T00:00:00Z,0.36626712546851575,462152015.5108357,13417125389.3948,6,Smart Contract Platform,binance,"[0.40895313, 0.40415694, 0.40860021, 0.42766235, 0.42157038, 0.4357236, 0.4337588, 0.42053804, 0.41526564, 0.41484696, 0.3857091, 0.43357515, 0.450361, 0.43945395, 0.41580923, 0.41381148, 0.41711004, 0.43216071, 0.47024826, 0.45356328, 0.42528602, 0.40912767, 0.41080143, 0.39654441, 0.38802083, 0.38553172, 0.36666953, 0.35142713, 0.37636393, 0.373034]",-22.111965707617966,-10.437871812897226,NULL,-999,0.28821054193000367,-0.21311381259965634,0
cardano_2025-12-29,cardano,ADA,2025-12-29T00:00:00Z,0.368269989764252,473262938.4480467,13498128032.744057,6,Smart Contract Platform,binance,"[0.42053804, 0.41526564, 0.41484696, 0.3857091, 0.43357515, 0.450361, 0.43945395, 0.41580923, 0.41381148, 0.41711004, 0.43216071, 0.47024826, 0.45356328, 0.42528602, 0.40912767, 0.41080143, 0.39654441, 0.38802083, 0.38553172, 0.36666953, 0.35142713, 0.37636393, 0.373034, 0.36626713, 0.37048759, 0.36296059, 0.35639136, 0.34318393, 0.34945633, 0.36972311]",-21.686049341933366,-12.428852161236003,NULL,-999,0.24590515052131942,-0.3322693747629679,0
cardano_2026-01-05,cardano,ADA,2026-01-05T00:00:00Z,0.40193467269722494,231762084.62115526,14741577304.591333,6,Smart Contract Platform,binance,"[0.41580923, 0.41381148, 0.41711004, 0.43216071, 0.47024826, 0.45356328, 0.42528602, 0.40912767, 0.41080143, 0.39654441, 0.38802083, 0.38553172, 0.36666953, 0.35142713, 0.37636393, 0.373034, 0.36626713, 0.37048759, 0.36296059, 0.35639136, 0.34318393, 0.34945633, 0.36972311, 0.36826999, 0.35283713, 0.35098453, 0.33328983, 0.35682733, 0.39598382, 0.38888289]",-14.527132266393217,-3.3367599262816294,NULL,-999,0.2479793794432949,-0.38303561178436496,0
cardano_2026-01-12,cardano,ADA,2026-01-12T00:00:00Z,0.40949787476742106,172206884.84322703,15021793840.523218,6,Smart Contract Platform,binance,"[0.40912767, 0.41080143, 0.39654441, 0.38802083, 0.38553172, 0.36666953, 0.35142713, 0.37636393, 0.373034, 0.36626713, 0.37048759, 0.36296059, 0.35639136, 0.34318393, 0.34945633, 0.36972311, 0.36826999, 0.35283713, 0.35098453, 0.33328983, 0.35682733, 0.39598382, 0.38888289, 0.40193467, 0.42190177, 0.41873941, 0.40208821, 0.39597141, 0.40405204, 0.40498716]",-2.9399970674583,0.09048707442544934,NULL,-999,0.24956593975036212,-0.3905562027834555,0
cardano_2026-01-19,cardano,ADA,2026-01-19T00:00:00Z,0.3854473475670019,170852952.58703625,14169167799.701431,6,Smart Contract Platform,binance,"[0.37636393, 0.373034, 0.36626713, 0.37048759, 0.36296059, 0.35639136, 0.34318393, 0.34945633, 0.36972311, 0.36826999, 0.35283713, 0.35098453, 0.33328983, 0.35682733, 0.39598382, 0.38888289, 0.40193467, 0.42190177, 0.41873941, 0.40208821, 0.39597141, 0.40405204, 0.40498716, 0.40949787, 0.3990404, 0.43054103, 0.42101322, 0.40380881, 0.40972881, 0.39677123]",-10.473724405136087,2.413467595597796,NULL,-999,0.2492909432782687,-0.35324255089098844,0
cardano_2026-01-26,cardano,ADA,2026-01-26T00:00:00Z,0.35623127631047347,226016611.54476708,13100087353.417444,6,Smart Contract Platform,binance,"[0.34945633, 0.36972311, 0.36826999, 0.35283713, 0.35098453, 0.33328983, 0.35682733, 0.39598382, 0.38888289, 0.40193467, 0.42190177, 0.41873941, 0.40208821, 0.39597141, 0.40405204, 0.40498716, 0.40949787, 0.3990404, 0.43054103, 0.42101322, 0.40380881, 0.40972881, 0.39677123, 0.38544735, 0.37774463, 0.36469436, 0.37840741, 0.37503064, 0.37564715, 0.39210763]",-17.259621528624468,1.9387105763775336,NULL,-999,0.2503721643395417,-0.29716400274374066,0
cardano_2026-02-02,cardano,ADA,2026-02-02T00:00:00Z,0.2962459112928537,405792994.45060164,10896192338.080654,6,Smart Contract Platform,binance,"[0.39598382, 0.38888289, 0.40193467, 0.42190177, 0.41873941, 0.40208821, 0.39597141, 0.40405204, 0.40498716, 0.40949787, 0.3990404, 0.43054103, 0.42101322, 0.40380881, 0.40972881, 0.39677123, 0.38544735, 0.37774463, 0.36469436, 0.37840741, 0.37503064, 0.37564715, 0.39210763, 0.35623128, 0.364524, 0.37698496, 0.37110457, 0.3459311, 0.32960188, 0.30220633]",-31.19217640057732,-25.187370271430964,NULL,-999,0.25016326621874935,-0.1555553792219242,0
cardano_2026-02-09,cardano,ADA,2026-02-09T00:00:00Z,0.29686857571324227,158692488.91773292,10923074704.569561,6,Smart Contract Platform,binance,"[0.40405204, 0.40498716, 0.40949787, 0.3990404, 0.43054103, 0.42101322, 0.40380881, 0.40972881, 0.39677123, 0.38544735, 0.37774463, 0.36469436, 0.37840741, 0.37503064, 0.37564715, 0.39210763, 0.35623128, 0.364524, 0.37698496, 0.37110457, 0.3459311, 0.32960188, 0.30220633, 0.29624591, 0.31084426, 0.30550427, 0.29979801, 0.25406319, 0.2832361, 0.27967739]",-31.047552687754564,-26.5271440387,NULL,-999,0.2709877651205547,-0.08717935379488229,0
cardano_2026-02-16,cardano,ADA,2026-02-16T00:00:00Z,0.2922124367181558,411463074.1237083,10753702109.466097,6,Smart Contract Platform,binance,"[0.40972881, 0.39677123, 0.38544735, 0.37774463, 0.36469436, 0.37840741, 0.37503064, 0.37564715, 0.39210763, 0.35623128, 0.364524, 0.37698496, 0.37110457, 0.3459311, 0.32960188, 0.30220633, 0.29624591, 0.31084426, 0.30550427, 0.29979801, 0.25406319, 0.2832361, 0.27967739, 0.29686858, 0.27029599, 0.26235196, 0.27264688, 0.28318696, 0.29134698, 0.31578449]",-28.681500271243245,-28.681500271243245,NULL,-999,0.2550705234407203,-0.1271058607038671,0
cardano_2026-02-23,cardano,ADA,2026-02-23T00:00:00Z,0.2830533572769461,193167340.06803185,10420149099.922424,6,Smart Contract Platform,binance,"[0.37564715, 0.39210763, 0.35623128, 0.364524, 0.37698496, 0.37110457, 0.3459311, 0.32960188, 0.30220633, 0.29624591, 0.31084426, 0.30550427, 0.29979801, 0.25406319, 0.2832361, 0.27967739, 0.29686858, 0.27029599, 0.26235196, 0.27264688, 0.28318696, 0.29134698, 0.31578449, 0.29221244, 0.3078551, 0.2968726, 0.28851239, 0.2907308, 0.30211559, 0.30147296]",-27.8123319851294,-24.649140498950562,NULL,-999,0.24583517559001003,-0.13148821849345138,0
cardano_2026-03-02,cardano,ADA,2026-03-02T00:00:00Z,0.2884625336108748,269075089.52004236,10621199753.155397,6,Smart Contract Platform,binance,"[0.32960188, 0.30220633, 0.29624591, 0.31084426, 0.30550427, 0.29979801, 0.25406319, 0.2832361, 0.27967739, 0.29686858, 0.27029599, 0.26235196, 0.27264688, 0.28318696, 0.29134698, 0.31578449, 0.29221244, 0.3078551, 0.2968726, 0.28851239, 0.2907308, 0.30211559, 0.30147296, 0.28305336, 0.27925225, 0.27649577, 0.30937237, 0.29902492, 0.29347318, 0.29409038]",-12.481526146780354,-12.481526146780354,NULL,-999,0.23581508951182872,-0.18251050990928874,0
cardano_2026-03-09,cardano,ADA,2026-03-09T00:00:00Z,0.26804838829965305,221328143.5764069,9871361924.530493,6,Smart Contract Platform,binance,"[0.2832361, 0.27967739, 0.29686858, 0.27029599, 0.26235196, 0.27264688, 0.28318696, 0.29134698, 0.31578449, 0.29221244, 0.3078551, 0.2968726, 0.28851239, 0.2907308, 0.30211559, 0.30147296, 0.28305336, 0.27925225, 0.27649577, 0.30937237, 0.29902492, 0.29347318, 0.29409038, 0.28846253, 0.28700327, 0.28220038, 0.29038328, 0.2869407, 0.2765532, 0.27631162]",-15.116669447899323,-5.36221031225349,NULL,-999,0.15718679819849915,-0.4135879749339175,0
cardano_2026-03-16,cardano,ADA,2026-03-16T00:00:00Z,0.2906051425430205,201145655.20210764,10705973714.80979,6,Smart Contract Platform,binance,"[0.29134698, 0.31578449, 0.29221244, 0.3078551, 0.2968726, 0.28851239, 0.2907308, 0.30211559, 0.30147296, 0.28305336, 0.27925225, 0.27649577, 0.30937237, 0.29902492, 0.29347318, 0.29409038, 0.28846253, 0.28700327, 0.28220038, 0.29038328, 0.2869407, 0.2765532, 0.27631162, 0.26804839, 0.26795635, 0.27626871, 0.26284723, 0.28480253, 0.27880465, 0.28929654]",-7.973584429675629,-0.2546242839687518,NULL,-999,0.17166890192319859,-0.4092709426235115,0
cardano_2026-03-23,cardano,ADA,2026-03-23T00:00:00Z,0.2693984929881285,225854541.28270093,9926511815.187061,6,Smart Contract Platform,binance,"[0.30211559, 0.30147296, 0.28305336, 0.27925225, 0.27649577, 0.30937237, 0.29902492, 0.29347318, 0.29409038, 0.28846253, 0.28700327, 0.28220038, 0.29038328, 0.2869407, 0.2765532, 0.27631162, 0.26804839, 0.26795635, 0.27626871, 0.26284723, 0.28480253, 0.27880465, 0.28929654, 0.29060514, 0.30046372, 0.30522335, 0.28712937, 0.28345326, 0.26621627, 0.28821054]",-12.920957948096168,-10.829331850857892,NULL,-999,0.16312643556518697,-0.39447903454910793,0
cardano_2026-03-30,cardano,ADA,2026-03-30T00:00:00Z,0.23996753357145462,240185546.627189,8843688898.374535,6,Smart Contract Platform,binance,"[0.29347318, 0.29409038, 0.28846253, 0.28700327, 0.28220038, 0.29038328, 0.2869407, 0.2765532, 0.27631162, 0.26804839, 0.26795635, 0.27626871, 0.26284723, 0.28480253, 0.27880465, 0.28929654, 0.29060514, 0.30046372, 0.30522335, 0.28712937, 0.28345326, 0.26621627, 0.28821054, 0.26939849, 0.27671253, 0.28485302, 0.28408278, 0.26949538, 0.24643938, 0.24590515]",-21.379693706502177,-18.231868966458087,NULL,-999,0.14510524059337515,-0.3953130307514392,0
cardano_2026-04-06,cardano,ADA,2026-04-06T00:00:00Z,0.2549186397928315,129321174.37480332,9402326937.813433,6,Smart Contract Platform,binance,"[0.2765532, 0.27631162, 0.26804839, 0.26795635, 0.27626871, 0.26284723, 0.28480253, 0.27880465, 0.28929654, 0.29060514, 0.30046372, 0.30522335, 0.28712937, 0.28345326, 0.26621627, 0.28821054, 0.26939849, 0.27671253, 0.28485302, 0.28408278, 0.26949538, 0.24643938, 0.24590515, 0.23996753, 0.24346522, 0.2422723, 0.24884701, 0.2399968, 0.24656929, 0.24797938]",-16.481278770711462,-7.822927277489711,NULL,-999,0.19203069110849494,-0.24669811801696673,0
cardano_2026-04-13,cardano,ADA,2026-04-13T00:00:00Z,0.23639715330538832,267715779.57335183,8732597090.20309,6,Smart Contract Platform,binance,"[0.27880465, 0.28929654, 0.29060514, 0.30046372, 0.30522335, 0.28712937, 0.28345326, 0.26621627, 0.28821054, 0.26939849, 0.27671253, 0.28485302, 0.28408278, 0.26949538, 0.24643938, 0.24590515, 0.23996753, 0.24346522, 0.2422723, 0.24884701, 0.2399968, 0.24656929, 0.24797938, 0.25491864, 0.24569324, 0.26394637, 0.25044236, 0.25426708, 0.25410948, 0.24956594]",-22.549453573283518,-15.21046953705264,NULL,-999,0.16562641420985583,-0.2993722136920478,0
cardano_2026-04-20,cardano,ADA,2026-04-20T00:00:00Z,0.2427610406352045,189061431.22254828,8972804291.751526,6,Smart Contract Platform,binance,"[0.26621627, 0.28821054, 0.26939849, 0.27671253, 0.28485302, 0.28408278, 0.26949538, 0.24643938, 0.24590515, 0.23996753, 0.24346522, 0.2422723, 0.24884701, 0.2399968, 0.24656929, 0.24797938, 0.25491864, 0.24569324, 0.26394637, 0.25044236, 0.25426708, 0.25410948, 0.24956594, 0.23639715, 0.24881204, 0.23997025, 0.24648242, 0.25955002, 0.25885057, 0.24929094]",-15.7695485357497,-8.810593202222083,NULL,-999,0.1666338307486647,-0.3135890737959708,0
cardano_2026-04-27,cardano,ADA,2026-04-27T00:00:00Z,0.25226058867422796,162546256.29149717,9325597306.993963,6,Smart Contract Platform,binance,"[0.24643938, 0.24590515, 0.23996753, 0.24346522, 0.2422723, 0.24884701, 0.2399968, 0.24656929, 0.24797938, 0.25491864, 0.24569324, 0.26394637, 0.25044236, 0.25426708, 0.25410948, 0.24956594, 0.23639715, 0.24881204, 0.23997025, 0.24648242, 0.25955002, 0.25885057, 0.24929094, 0.24276104, 0.24811083, 0.24981731, 0.24851353, 0.24994747, 0.25044103, 0.25037216]",-4.427330375342509,2.3621279906973935,NULL,-999,0.1647003197135557,-0.34710245235235115,0
cardano_2026-05-04,cardano,ADA,2026-05-04T00:00:00Z,0.2494502850782546,171437063.8915897,9223355645.305355,6,Smart Contract Platform,binance,"[0.24656929, 0.24797938, 0.25491864, 0.24569324, 0.26394637, 0.25044236, 0.25426708, 0.25410948, 0.24956594, 0.23639715, 0.24881204, 0.23997025, 0.24648242, 0.25955002, 0.25885057, 0.24929094, 0.24276104, 0.24811083, 0.24981731, 0.24851353, 0.24994747, 0.25044103, 0.25037216, 0.25226059, 0.24825684, 0.24681828, 0.24460282, 0.24619539, 0.24826389, 0.25016327]",-5.492055620512726,1.1684305712835519,NULL,-999,0.17429825682930677,-0.30127056469537417,0
cardano_2026-05-11,cardano,ADA,2026-05-11T00:00:00Z,0.28246125403896133,253103058.68841842,10447677195.53716,6,Smart Contract Platform,binance,"[0.25410948, 0.24956594, 0.23639715, 0.24881204, 0.23997025, 0.24648242, 0.25955002, 0.25885057, 0.24929094, 0.24276104, 0.24811083, 0.24981731, 0.24851353, 0.24994747, 0.25044103, 0.25037216, 0.25226059, 0.24825684, 0.24681828, 0.24460282, 0.24619539, 0.24826389, 0.25016327, 0.24945029, 0.24991041, 0.26210211, 0.26710632, 0.262811, 0.27352349, 0.27098777]",3.26764102819308,11.1573070134658,NULL,-999,0.19935822217128538,-0.29421037639453773,0
cardano_2026-05-18,cardano,ADA,2026-05-18T00:00:00Z,0.2520509170719272,196323175.29329765,9324506007.182846,6,Smart Contract Platform,binance,"[0.25885057, 0.24929094, 0.24276104, 0.24811083, 0.24981731, 0.24851353, 0.24994747, 0.25044103, 0.25037216, 0.25226059, 0.24825684, 0.24681828, 0.24460282, 0.24619539, 0.24826389, 0.25016327, 0.24945029, 0.24991041, 0.26210211, 0.26710632, 0.262811, 0.27352349, 0.27098777, 0.28246125, 0.28001167, 0.27095468, 0.26473546, 0.27020076, 0.2615039, 0.25507052]",-10.76619767567818,-2.6268647160683334,NULL,-999,0.1762674264601313,-0.30066738693979744,0
